Country,year,suicides/100k male,suicides/100k female,Suicide Ratio (M/F),Average Suicide
Croatia,1998,44.33833333333333,13.045,3.3988756867254373,28.691666666666666
Croatia,1999,42.24166666666667,12.305,3.432886360558039,27.273333333333333
Croatia,2000,41.809999999999995,11.981666666666667,3.489497843928223,26.895833333333332
Croatia,2001,37.56666666666667,10.356666666666667,3.627293208883167,23.96166666666667
Croatia,2002,39.39666666666667,11.29,3.4895187481547096,25.343333333333334
Croatia,2003,38.348333333333336,8.6,4.459108527131783,23.47416666666667
Croatia,2004,40.315000000000005,10.058333333333334,4.008119304059653,25.186666666666667
Croatia,2005,34.958333333333336,9.97,3.5063523905048477,22.464166666666667
Croatia,2006,31.735,9.635,3.293720809548521,20.685
Croatia,2007,31.713333333333335,8.861666666666666,3.5787097987586987,20.2875
Croatia,2008,36.026666666666664,8.255,4.364223702806379,22.140833333333333
Croatia,2009,34.538333333333334,7.843333333333334,4.4035274118147045,21.190833333333334
Croatia,2010,31.95,8.378333333333332,3.8134075989655862,20.164166666666667
Croatia,2011,29.09,7.761666666666667,3.7479063774962422,18.425833333333333
Croatia,2012,31.925,7.91,4.0360303413400755,19.9175
Croatia,2013,28.81833333333333,6.2316666666666665,4.624498529018454,17.525
Croatia,2014,28.963333333333335,8.043333333333335,3.6009117281392453,18.503333333333334
Croatia,2015,29.674999999999997,8.605,3.448576409064497,19.14
Cuba,1995,41.026666666666664,17.76666666666667,2.3091932457786113,29.39666666666667
Cuba,1996,38.031666666666666,14.673333333333334,2.591890049977283,26.3525
Cuba,1997,39.15833333333333,13.741666666666667,2.849605821710127,26.45
Cuba,1998,40.016666666666666,14.479999999999999,2.763581952117864,27.24833333333333
Cuba,1999,38.36,12.660000000000002,3.0300157977883093,25.51
Cuba,2000,34.15,11.311666666666667,3.019006925003683,22.730833333333333
Cuba,2001,31.386666666666667,9.365,3.351486029542623,20.375833333333333
Cuba,2002,30.058333333333334,10.011666666666667,3.002330614283336,20.035
Cuba,2003,29.00333333333333,7.8500000000000005,3.6946921443736724,18.426666666666666
Cuba,2004,28.56,7.46,3.8284182305630026,18.009999999999998
Cuba,2005,26.834999999999997,7.488333333333333,3.583574449143111,17.161666666666665
Cuba,2006,28.073333333333334,5.685,4.938141307534448,16.879166666666666
Cuba,2007,25.53333333333333,5.829999999999999,4.379645511720984,15.681666666666665
Cuba,2008,25.78,6.051666666666667,4.259983475626549,15.915833333333333
Cuba,2009,27.141666666666666,6.413333333333333,4.232068607068607,16.7775
Cuba,2010,27.47666666666667,6.211666666666666,4.423396833914678,16.844166666666666
Cuba,2011,28.361666666666668,6.146666666666667,4.614154013015184,17.254166666666666
Cuba,2012,28.084999999999997,5.915,4.748098055790363,17.0
Cuba,2013,25.963333333333335,5.78,4.491926182237601,15.871666666666668
Cuba,2014,25.06833333333333,5.703333333333333,4.395382817066043,15.385833333333332
Cuba,2015,26.706666666666667,5.678333333333334,4.70325799823892,16.1925
Cyprus,1999,0.26166666666666666,0.0,inf,0.13083333333333333
Cyprus,2000,1.3933333333333333,0.0,inf,0.6966666666666667
Cyprus,2004,1.0599999999999998,0.4683333333333333,2.263345195729537,0.7641666666666665
Cyprus,2005,2.9333333333333336,1.1900000000000002,2.464985994397759,2.061666666666667
Cyprus,2006,3.1283333333333334,1.4783333333333333,2.116121758737317,2.3033333333333332
Cyprus,2007,5.081666666666666,0.9466666666666667,5.367957746478873,3.014166666666666
Cyprus,2008,7.853333333333334,1.9916666666666665,3.9430962343096243,4.9225
Cyprus,2009,7.53,1.7249999999999999,4.365217391304348,4.6275
Cyprus,2010,8.268333333333333,1.545,5.351672060409924,4.906666666666666
Cyprus,2011,6.038333333333333,1.2583333333333333,4.798675496688742,3.6483333333333334
Cyprus,2012,6.794999999999999,0.355,19.140845070422532,3.5749999999999993
Cyprus,2013,10.045,0.7233333333333333,13.88709677419355,5.384166666666666
Cyprus,2014,6.656666666666666,2.86,2.3275058275058274,4.758333333333333
Cyprus,2015,6.5183333333333335,1.7466666666666668,3.7318702290076335,4.1325
Czech Republic,1995,33.64666666666667,10.42,3.2290467050543827,22.033333333333335
Czech Republic,1996,32.36166666666667,8.218333333333334,3.9377408233624016,20.290000000000003
Czech Republic,1997,31.643333333333334,7.378333333333333,4.288683081093292,19.510833333333334
Czech Republic,1998,30.48166666666667,7.301666666666667,4.17461766719927,18.89166666666667
Czech Republic,1999,32.49666666666666,6.991666666666666,4.647914183551847,19.744166666666665
Czech Republic,2000,30.673333333333332,7.1000000000000005,4.3201877934272295,18.886666666666667
Czech Republic,2001,30.371666666666666,6.448333333333333,4.710002584647196,18.41
Czech Republic,2002,28.723333333333333,6.635000000000001,4.329063049485053,17.679166666666667
Czech Republic,2003,31.933333333333334,7.213333333333334,4.426987060998151,19.573333333333334
Czech Republic,2004,27.866666666666664,5.97,4.667783361250698,16.918333333333333
Czech Republic,2005,26.676666666666666,5.5566666666666675,4.800839832033592,16.116666666666667
Czech Republic,2006,25.060000000000002,4.673333333333333,5.362339514978603,14.866666666666667
Czech Republic,2007,23.951666666666668,4.511666666666667,5.308828961950499,14.231666666666667
Czech Republic,2008,24.595,4.573333333333333,5.377915451895044,14.584166666666667
Czech Republic,2009,25.636666666666667,4.315,5.941290073387408,14.975833333333334
Czech Republic,2010,24.643333333333334,4.626666666666666,5.326368876080693,14.635
Czech Republic,2011,26.371666666666666,4.668333333333333,5.649053909318101,15.52
Czech Republic,2012,27.863333333333333,4.841666666666667,5.754905335628227,16.3525
Czech Republic,2013,26.156666666666666,4.8549999999999995,5.387572948849983,15.505833333333333
Czech Republic,2014,23.94,5.275,4.538388625592417,14.607500000000002
Czech Republic,2015,23.755,4.723333333333334,5.029287226534932,14.239166666666666
Denmark,1995,28.35166666666667,11.503333333333332,2.4646479281367726,19.927500000000002
Denmark,1996,28.738333333333333,9.521666666666667,3.0182040959215826,19.13
Denmark,1997,26.59,9.82,2.7077393075356415,18.205
Denmark,1998,23.46666666666667,7.98,2.940685045948204,15.723333333333334
Denmark,1999,23.515,7.0,3.3592857142857144,15.2575
Denmark,2000,22.745,7.433333333333334,3.059865470852018,15.089166666666667
Denmark,2001,22.756666666666664,8.271666666666667,2.7511585734434814,15.514166666666664
Denmark,2002,22.395,7.023333333333333,3.1886568580920738,14.709166666666667
Denmark,2003,20.423333333333332,5.693333333333334,3.5872365339578445,13.058333333333334
Denmark,2004,20.296666666666667,6.666666666666667,3.0444999999999998,13.481666666666667
Denmark,2005,20.838333333333335,6.533333333333334,3.1895408163265304,13.685833333333335
Denmark,2006,20.768333333333334,6.245,3.3255938083800376,13.506666666666668
Denmark,2007,16.893333333333334,6.433333333333334,2.6259067357512955,11.663333333333334
Denmark,2008,17.618333333333332,6.223333333333334,2.8310123192287087,11.920833333333333
Denmark,2009,18.635,5.4816666666666665,3.399513529948313,12.058333333333334
Denmark,2010,16.470000000000002,5.2,3.1673076923076926,10.835
Denmark,2011,15.81,5.245,3.0142993326978074,10.5275
Denmark,2012,18.538333333333334,5.33,3.4781113195747344,11.934166666666666
Denmark,2013,16.791666666666668,5.633333333333333,2.9807692307692313,11.2125
Denmark,2014,17.285,5.670000000000001,3.0485008818342147,11.477500000000001
Denmark,2015,14.183333333333332,6.053333333333334,2.34306167400881,10.118333333333332
Ecuador,1995,8.25,3.1199999999999997,2.6442307692307696,5.685
Ecuador,1996,9.255,3.4683333333333333,2.668428640076886,6.361666666666667
Ecuador,1997,8.143333333333333,3.026666666666667,2.690528634361233,5.585
Ecuador,1998,7.406666666666666,2.938333333333333,2.5207033465683497,5.172499999999999
Ecuador,1999,8.951666666666666,3.0366666666666666,2.947859495060373,5.994166666666667
Ecuador,2000,6.926666666666667,2.6016666666666666,2.6623959000640616,4.764166666666666
Ecuador,2001,8.27,2.936666666666667,2.8161180476730983,5.6033333333333335
Ecuador,2002,7.601666666666667,2.6350000000000002,2.8848829854522453,5.118333333333333
Ecuador,2003,8.186666666666666,3.5733333333333337,2.2910447761194024,5.88
Ecuador,2004,10.376666666666667,3.688333333333333,2.813375508359693,7.0325
Ecuador,2005,12.421666666666667,3.6999999999999997,3.3572072072072077,8.060833333333333
Ecuador,2006,11.18,4.331666666666666,2.58099268949596,7.755833333333333
Ecuador,2007,12.168333333333335,3.8266666666666667,3.179878048780488,7.9975000000000005
Ecuador,2008,12.411666666666667,3.47,3.5768491834774254,7.940833333333334
Ecuador,2009,11.866666666666667,3.841666666666667,3.0889370932754883,7.854166666666667
Ecuador,2010,9.898333333333333,3.6833333333333336,2.6873303167420812,6.7908333333333335
Ecuador,2011,10.136666666666667,3.4966666666666666,2.8989513822688275,6.816666666666666
Ecuador,2012,10.678333333333333,3.4683333333333333,3.078808265257088,7.073333333333333
Ecuador,2013,8.065,2.415,3.3395445134575565,5.24
Ecuador,2014,8.91,2.0933333333333333,4.256369426751593,5.501666666666667
Ecuador,2015,12.793333333333335,3.438333333333333,3.720794958797868,8.115833333333335
El Salvador,1995,19.668333333333333,6.863333333333333,2.865711510441962,13.265833333333333
El Salvador,1996,18.803333333333335,5.390000000000001,3.4885590599876313,12.096666666666668
El Salvador,1997,16.533333333333335,6.800000000000001,2.4313725490196076,11.666666666666668
El Salvador,1998,15.19,5.281666666666666,2.8759861154938466,10.235833333333332
El Salvador,1999,15.846666666666666,5.48,2.8917274939172746,10.663333333333334
El Salvador,2000,13.065,5.36,2.4374999999999996,9.2125
El Salvador,2001,16.268333333333334,5.3500000000000005,3.040809968847352,10.809166666666668
El Salvador,2002,14.800000000000002,4.065,3.640836408364084,9.432500000000001
El Salvador,2003,17.055,4.431666666666667,3.8484392628807824,10.743333333333332
El Salvador,2004,14.933333333333332,3.66,4.080145719489981,9.296666666666667
El Salvador,2005,15.031666666666666,4.256666666666667,3.5313234142521535,9.644166666666667
El Salvador,2006,12.903333333333334,3.6916666666666664,3.495259593679459,8.2975
El Salvador,2007,17.491666666666667,3.698333333333333,4.729607931500677,10.595
El Salvador,2008,17.506666666666664,3.4633333333333334,5.054860442733396,10.485
El Salvador,2009,17.05,3.6366666666666667,4.688359303391384,10.343333333333334
El Salvador,2010,13.365,2.955,4.522842639593908,8.16
El Salvador,2011,15.538333333333334,3.705,4.193882141250563,9.621666666666666
El Salvador,2012,17.026666666666667,3.4966666666666666,4.869399428026693,10.261666666666667
El Salvador,2013,16.591666666666665,2.7516666666666665,6.029678982434888,9.671666666666665
El Salvador,2014,12.871666666666668,4.101666666666667,3.1381552214546935,8.486666666666668
Estonia,1995,73.56666666666666,16.965,4.3363788191374395,45.26583333333333
Estonia,1996,71.395,16.725,4.2687593423019425,44.06
Estonia,1997,70.96333333333332,12.713333333333333,5.581803880440482,41.83833333333333
Estonia,1998,60.055,11.198333333333332,5.362851614823635,35.626666666666665
Estonia,1999,67.21333333333334,13.865,4.847698040629884,40.53916666666667
Estonia,2000,49.29333333333333,11.479999999999999,4.293844367015099,30.386666666666663
Estonia,2001,48.13666666666666,13.81,3.485638426261163,30.973333333333333
Estonia,2002,49.803333333333335,9.913333333333332,5.0238735709482185,29.858333333333334
Estonia,2003,46.623333333333335,9.75,4.781880341880342,28.186666666666667
Estonia,2004,41.45166666666667,8.458333333333334,4.900689655172414,24.955000000000002
Estonia,2005,34.85666666666666,7.881666666666667,4.422499471347007,21.369166666666665
Estonia,2006,31.83666666666667,8.601666666666667,3.701220693664019,20.219166666666666
Estonia,2007,37.635,6.54,5.754587155963303,22.0875
Estonia,2008,33.265,7.496666666666666,4.437305469097377,20.380833333333335
Estonia,2009,34.343333333333334,7.101666666666667,4.83595400140812,20.7225
Estonia,2010,32.08166666666667,6.096666666666667,5.262165117550575,19.089166666666667
Estonia,2011,32.623333333333335,5.586666666666667,5.8394988066825775,19.105
Estonia,2012,33.281666666666666,6.986666666666667,4.763597328244274,20.134166666666665
Estonia,2013,31.85166666666667,6.801666666666667,4.682920852732174,19.326666666666668
Estonia,2014,36.46333333333333,6.6883333333333335,5.4517817094443055,21.575833333333332
Estonia,2015,29.456666666666667,4.773333333333333,6.17108938547486,17.115000000000002
Fiji,2001,7.06,2.098333333333333,3.3645750595710884,4.579166666666667
Fiji,2002,11.386666666666668,7.036666666666666,1.6181904310753201,9.211666666666668
Fiji,2003,1.7383333333333333,0.9483333333333333,1.8330404217926188,1.3433333333333333
Fiji,2004,13.123333333333335,1.9583333333333333,6.701276595744682,7.540833333333334
Fiji,2005,7.383333333333333,1.4216666666666666,5.193434935521688,4.4025
Fiji,2006,3.018333333333333,2.11,1.4304897314375986,2.5641666666666665
Fiji,2007,2.6733333333333333,0.7366666666666667,3.6289592760180995,1.705
Fiji,2008,5.323333333333333,2.59,2.0553410553410556,3.9566666666666666
Fiji,2009,4.2,4.411666666666667,0.9520211560256894,4.305833333333334
Fiji,2011,15.916666666666666,1.9116666666666668,8.326068003487357,8.914166666666667
Fiji,2012,10.651666666666667,4.611666666666667,2.3097217202746654,7.631666666666668
Finland,1995,43.415,10.745,4.040483946021405,27.08
Finland,1996,38.589999999999996,9.685,3.9845121321631383,24.1375
Finland,1997,41.94,9.785,4.286152273888605,25.862499999999997
Finland,1998,40.78666666666667,9.451666666666666,4.3152883089402225,25.11916666666667
Finland,1999,38.82833333333333,8.356666666666667,4.646390107698444,23.5925
Finland,2000,34.24333333333333,10.031666666666666,3.4135238411696296,22.1375
Finland,2001,35.515,9.016666666666667,3.9388170055452862,22.265833333333333
Finland,2002,33.61,8.976666666666667,3.744151503898997,21.293333333333333
Finland,2003,31.68166666666667,8.893333333333333,3.5624062968515746,20.2875
Finland,2004,31.950000000000003,8.708333333333334,3.6688995215311007,20.32916666666667
Finland,2005,29.088333333333335,9.331666666666667,3.117163779246294,19.21
Finland,2006,30.171666666666667,8.795,3.430547659655107,19.483333333333334
Finland,2007,29.001666666666665,8.178333333333333,3.5461585490116163,18.59
Finland,2008,28.921666666666667,7.793333333333333,3.711077844311377,18.3575
Finland,2009,28.834999999999997,9.246666666666666,3.1184210526315788,19.04083333333333
Finland,2010,27.518333333333334,8.35,3.29560878243513,17.934166666666666
Finland,2011,27.301666666666666,6.633333333333333,4.115829145728643,16.9675
Finland,2012,24.078333333333333,7.09,3.3960977903149976,15.584166666666667
Finland,2013,25.22,7.585,3.324983520105471,16.4025
Finland,2014,23.005,6.521666666666667,3.527472527472527,14.763333333333334
Finland,2015,20.94,5.925000000000001,3.534177215189873,13.432500000000001
France,1995,37.73,11.04,3.4175724637681157,24.384999999999998
France,1996,34.714999999999996,10.488333333333333,3.3098681074209435,22.601666666666667
France,1997,34.24333333333333,10.145,3.375390175784459,22.194166666666668
France,1998,33.015,9.26,3.565334773218143,21.1375
France,1999,31.601666666666663,9.37,3.372643187477766,20.485833333333332
France,2000,33.49,9.381666666666666,3.5697281932847758,21.435833333333335
France,2001,31.051666666666666,8.938333333333334,3.473988439306358,19.995
France,2002,30.621666666666666,9.151666666666667,3.3460207612456743,19.886666666666667
France,2003,31.43166666666667,8.786666666666667,3.5772003034901365,20.109166666666667
France,2004,29.858333333333334,8.893333333333333,3.3573838080959524,19.375833333333333
France,2005,30.0,8.681666666666667,3.455557688615857,19.340833333333332
France,2006,28.433333333333334,8.338333333333333,3.40995402758345,18.385833333333334
France,2007,27.733333333333334,7.881666666666667,3.5187143159230283,17.8075
France,2008,28.17,7.864999999999999,3.5816910362364913,18.017500000000002
France,2009,28.148333333333337,7.891666666666667,3.5668426610348476,18.020000000000003
France,2010,27.438333333333333,7.756666666666667,3.5373871938117745,17.5975
France,2011,27.785,7.411666666666666,3.748819428828424,17.598333333333333
France,2012,26.23,6.933333333333334,3.783173076923077,16.581666666666667
France,2013,25.333333333333332,6.721666666666667,3.768906521200099,16.0275
France,2014,23.623333333333335,6.303333333333334,3.7477525118984665,14.963333333333335
Georgia,1995,5.391666666666667,1.3983333333333334,3.8557806912991652,3.395
Georgia,1996,7.443333333333334,2.5066666666666664,2.969414893617022,4.9750000000000005
Georgia,1997,8.233333333333333,1.875,4.391111111111111,5.054166666666666
Georgia,1998,6.636666666666667,1.58,4.20042194092827,4.108333333333333
Georgia,1999,9.196666666666667,2.2333333333333334,4.1179104477611945,5.715
Georgia,2000,6.228333333333333,1.545,4.031283710895361,3.8866666666666663
Georgia,2001,4.22,1.6449999999999998,2.5653495440729484,2.9324999999999997
Georgia,2004,9.711666666666668,1.3783333333333332,7.045949214026604,5.545000000000001
Georgia,2005,3.7899999999999996,0.9366666666666666,4.0462633451957295,2.3633333333333333
Georgia,2006,3.2266666666666666,0.6916666666666668,4.665060240963855,1.9591666666666667
Georgia,2007,5.08,1.0183333333333333,4.988543371522095,3.049166666666667
Georgia,2009,8.790000000000001,2.0533333333333332,4.280844155844156,5.421666666666667
Georgia,2010,4.92,0.8016666666666666,6.137214137214137,2.8608333333333333
Georgia,2011,5.445,0.6066666666666667,8.975274725274726,3.0258333333333334
Georgia,2012,5.178333333333334,0.635,8.15485564304462,2.9066666666666667
Georgia,2013,8.238333333333333,1.0233333333333332,8.050488599348535,4.630833333333333
Georgia,2014,10.5,1.915,5.483028720626632,6.2075
Georgia,2015,10.883333333333333,3.23,3.369453044375645,7.056666666666667
Germany,1995,29.695000000000004,9.235000000000001,3.2154845695722796,19.465000000000003
Germany,1996,27.52333333333333,8.546666666666667,3.2203588143525734,18.034999999999997
Germany,1997,26.831666666666667,8.328333333333333,3.2217330398238944,17.58
Germany,1998,25.986666666666665,7.431666666666666,3.4967481498093744,16.709166666666665
Germany,1999,24.126666666666665,7.413333333333334,3.2544964028776975,15.77
Germany,2000,23.92833333333333,6.996666666666667,3.419961886612672,15.462499999999999
Germany,2001,23.856666666666666,7.1066666666666665,3.356941838649156,15.481666666666666
Germany,2002,23.41333333333333,7.246666666666666,3.230910763569457,15.329999999999998
Germany,2003,23.103333333333335,7.103333333333333,3.2524636320976072,15.103333333333333
Germany,2004,22.099999999999998,6.605,3.345950037850113,14.3525
Germany,2005,20.656666666666666,6.258333333333333,3.300665778961385,13.4575
Germany,2006,19.668333333333333,5.751666666666666,3.419588525065199,12.709999999999999
Germany,2007,18.955000000000002,5.465,3.4684354986276307,12.21
Germany,2008,18.731666666666666,5.521666666666667,3.3923936009658915,12.126666666666667
Germany,2009,18.995,5.258333333333334,3.6123613312202854,12.126666666666667
Germany,2010,19.628333333333334,5.733333333333333,3.423546511627907,12.680833333333334
Germany,2011,19.790000000000003,5.68,3.4841549295774654,12.735000000000001
Germany,2012,18.966666666666665,5.751666666666666,3.2975949000289773,12.359166666666665
Germany,2013,19.646666666666665,5.866666666666667,3.3488636363636357,12.756666666666666
Germany,2014,19.811666666666664,5.695,3.4787825577992386,12.753333333333332
Germany,2015,19.185,5.871666666666666,3.267385750780585,12.528333333333332
Greece,1995,7.095,1.185,5.987341772151899,4.14
Greece,1996,6.125,1.3966666666666665,4.385441527446301,3.7608333333333333
Greece,1997,6.830000000000001,1.1133333333333333,6.134730538922157,3.971666666666667
Greece,1998,6.625,1.42,4.665492957746479,4.0225
Greece,1999,6.06,1.5633333333333332,3.876332622601279,3.8116666666666665
Greece,2000,5.868333333333333,1.6083333333333334,3.648704663212435,3.7383333333333333
Greece,2001,5.516666666666667,0.9516666666666667,5.796847635726795,3.234166666666667
Greece,2002,5.153333333333333,1.2383333333333333,4.161507402422611,3.1958333333333333
Greece,2003,5.614999999999999,1.1633333333333333,4.826647564469914,3.389166666666666
Greece,2004,5.815,1.0050000000000001,5.786069651741293,3.41
Greece,2005,6.343333333333334,1.4116666666666664,4.493506493506494,3.8775
Greece,2006,6.41,1.1583333333333334,5.5338129496402875,3.7841666666666667
Greece,2007,4.56,1.0916666666666666,4.177099236641221,2.825833333333333
Greece,2008,5.773333333333333,0.9433333333333334,6.120141342756184,3.3583333333333334
Greece,2009,5.875,0.9533333333333333,6.162587412587413,3.4141666666666666
Greece,2010,5.958333333333333,0.6916666666666668,8.6144578313253,3.3249999999999997
Greece,2011,6.608333333333333,1.505,4.390919158361019,4.056666666666667
Greece,2012,7.330000000000001,1.5566666666666666,4.7087794432548185,4.443333333333333
Greece,2013,7.44,1.745,4.263610315186247,4.5925
Greece,2014,8.101666666666667,1.8683333333333334,4.336306868867083,4.985
Greece,2015,7.663333333333333,1.68,4.561507936507937,4.671666666666667
Grenada,1995,0.0,8.658333333333333,0.0,4.329166666666667
Grenada,1996,1.9933333333333334,0.0,inf,0.9966666666666667
Grenada,2001,0.0,0.0,,0.0
Grenada,2002,0.0,0.0,,0.0
Grenada,2003,11.530000000000001,0.0,inf,5.765000000000001
Grenada,2004,2.228333333333333,0.0,inf,1.1141666666666665
Grenada,2005,24.46666666666667,2.3366666666666664,10.470756062767476,13.401666666666667
Grenada,2006,1.6483333333333334,0.0,inf,0.8241666666666667
Grenada,2007,5.891666666666667,2.165,2.7213240954580447,4.028333333333333
Grenada,2008,0.0,0.0,,0.0
Grenada,2009,0.0,0.0,,0.0
Grenada,2010,0.0,0.0,,0.0
Grenada,2011,3.455,0.0,inf,1.7275
Grenada,2012,3.0016666666666665,0.0,inf,1.5008333333333332
Grenada,2013,0.0,0.0,,0.0
Grenada,2014,0.0,0.0,,0.0
Grenada,2015,0.0,0.0,,0.0
Guatemala,1995,4.5,1.1883333333333332,3.7868162692847127,2.8441666666666667
Guatemala,1996,4.36,0.6483333333333333,6.724935732647816,2.504166666666667
Guatemala,1997,3.615,0.8033333333333333,4.5,2.209166666666667
Guatemala,1998,4.9816666666666665,1.195,4.168758716875871,3.0883333333333334
Guatemala,1999,5.3566666666666665,0.7266666666666667,7.371559633027522,3.0416666666666665
Guatemala,2000,3.89,0.68,5.720588235294118,2.285
Guatemala,2001,4.25,0.8483333333333333,5.009823182711199,2.549166666666667
Guatemala,2002,4.913333333333333,1.8416666666666668,2.6678733031674207,3.3775
Guatemala,2003,5.38,0.8433333333333334,6.379446640316205,3.111666666666667
Guatemala,2004,3.99,0.9983333333333334,3.996661101836394,2.4941666666666666
Guatemala,2005,4.608333333333333,0.8266666666666667,5.574596774193549,2.7175000000000002
Guatemala,2006,5.695,1.2966666666666666,4.392030848329049,3.4958333333333336
Guatemala,2007,5.718333333333334,0.9933333333333333,5.756711409395974,3.3558333333333334
Guatemala,2008,7.6000000000000005,1.5266666666666666,4.978165938864629,4.5633333333333335
Guatemala,2009,7.73,1.865,4.144772117962467,4.7975
Guatemala,2010,4.871666666666667,1.0333333333333334,4.714516129032258,2.9525
Guatemala,2011,4.358333333333333,1.4233333333333331,3.062060889929743,2.890833333333333
Guatemala,2012,5.558333333333334,1.4083333333333332,3.946745562130178,3.4833333333333334
Guatemala,2013,5.383333333333333,1.3983333333333334,3.849821215733015,3.390833333333333
Guatemala,2014,5.8566666666666665,1.79,3.2718808193668525,3.8233333333333333
Guatemala,2015,5.641666666666667,1.8333333333333333,3.077272727272727,3.7375
Guyana,1995,29.465,5.321666666666666,5.536799248355779,17.393333333333334
Guyana,1996,18.255,3.1300000000000003,5.832268370607028,10.692499999999999
Guyana,1997,10.081666666666665,3.6933333333333334,2.7296931407942235,6.887499999999999
Guyana,1998,9.973333333333334,0.8366666666666666,11.920318725099605,5.405
Guyana,1999,38.845,13.425000000000002,2.893482309124767,26.135
Guyana,2001,52.048333333333325,11.411666666666667,4.560975609756096,31.729999999999997
Guyana,2002,43.03333333333333,8.955,4.805509026614554,25.994166666666665
Guyana,2003,49.416666666666664,14.339999999999998,3.44607159460716,31.87833333333333
Guyana,2004,51.52666666666667,15.14,3.4033465433729635,33.333333333333336
Guyana,2005,44.650000000000006,11.01,4.055404178019982,27.830000000000002
Guyana,2006,52.60333333333333,13.163333333333334,3.9962015700177256,32.88333333333333
Guyana,2007,46.02,16.271666666666665,2.828229027962717,31.145833333333336
Guyana,2008,44.43,14.506666666666668,3.0627297794117645,29.468333333333334
Guyana,2009,36.108333333333334,14.188333333333333,2.5449312815693648,25.148333333333333
Guyana,2010,54.44833333333333,12.729999999999999,4.277166797590993,33.589166666666664
Guyana,2011,46.445,11.81,3.93268416596105,29.1275
Guyana,2012,48.73333333333333,12.596666666666666,3.8687483461233128,30.664999999999996
Guyana,2013,47.67166666666666,11.725000000000001,4.065813788201847,29.69833333333333
Hungary,1995,62.748333333333335,19.488333333333333,3.2197896177200036,41.11833333333333
Hungary,1996,60.306666666666665,20.150000000000002,2.9928866832092633,40.22833333333333
Hungary,1997,60.67166666666666,17.735,3.4210130626820785,39.20333333333333
Hungary,1998,56.42166666666666,16.375,3.44559796437659,36.398333333333326
Hungary,1999,63.958333333333336,16.688333333333336,3.832517726954958,40.32333333333334
Hungary,2000,60.10666666666666,17.32,3.4703618167821397,38.71333333333333
Hungary,2001,54.38166666666666,13.781666666666666,3.9459426774700685,34.08166666666666
Hungary,2002,51.06,12.731666666666667,4.010472574944364,31.895833333333336
Hungary,2003,49.29666666666666,12.71,3.8785733018620503,31.00333333333333
Hungary,2004,49.071666666666665,12.506666666666666,3.9236407249466954,30.789166666666667
Hungary,2005,47.76500000000001,10.903333333333334,4.380770406603485,29.334166666666672
Hungary,2006,41.193333333333335,10.916666666666666,3.773435114503817,26.055
Hungary,2007,43.96333333333334,10.59,4.15140069247718,27.27666666666667
Hungary,2008,44.76833333333334,10.511666666666667,4.258918661804345,27.64
Hungary,2009,42.083333333333336,9.703333333333335,4.336997595328065,25.893333333333334
Hungary,2010,43.75666666666667,9.795,4.467245193125745,26.775833333333335
Hungary,2011,39.791666666666664,10.183333333333334,3.9075286415711945,24.987499999999997
Hungary,2012,41.108333333333334,9.885,4.158657899173833,25.496666666666666
Hungary,2013,35.38166666666667,8.99,3.935669262143122,22.185833333333335
Hungary,2014,33.17666666666667,7.541666666666667,4.399116022099448,20.359166666666667
Hungary,2015,33.89833333333333,8.98,3.7748700816629546,21.439166666666665
Iceland,1995,16.421666666666667,5.1883333333333335,3.1651140379055573,10.805
Iceland,1996,24.73,4.828333333333333,5.121850189851571,14.779166666666667
Iceland,1997,22.638333333333335,4.698333333333333,4.818375310393757,13.668333333333335
Iceland,1998,17.615,5.900000000000001,2.9855932203389823,11.7575
Iceland,1999,16.16,5.326666666666667,3.033792240300375,10.743333333333334
Iceland,2000,29.69333333333333,4.971666666666667,5.972510895072075,17.3325
Iceland,2001,22.613333333333333,4.5633333333333335,4.955441928414901,13.588333333333333
Iceland,2002,14.32,7.553333333333334,1.8958517210944394,10.936666666666667
Iceland,2003,12.565,4.263333333333333,2.947224394057858,8.414166666666667
Iceland,2004,21.790000000000003,6.345,3.4342001576044137,14.0675
Iceland,2005,14.543333333333335,4.623333333333334,3.14563806777217,9.583333333333334
Iceland,2006,12.418333333333335,5.3133333333333335,2.337202007528231,8.865833333333335
Iceland,2007,21.548333333333332,5.666666666666667,3.802647058823529,13.6075
Iceland,2008,16.351666666666667,6.330000000000001,2.583201685097419,11.340833333333334
Iceland,2009,17.641666666666666,2.98,5.920022371364653,10.310833333333333
Iceland,2010,25.426666666666666,5.285,4.811100599180069,15.355833333333333
Iceland,2011,12.428333333333335,3.063333333333334,4.0571273122959735,7.7458333333333345
Iceland,2012,17.790000000000003,6.445,2.7602792862684256,12.117500000000001
Iceland,2013,26.441666666666666,10.431666666666667,2.534749960057517,18.436666666666667
Iceland,2014,25.925,7.068333333333334,3.6677670360763965,16.496666666666666
Iceland,2015,15.826666666666668,7.614999999999999,2.078354125629241,11.720833333333333
Ireland,1995,19.43,4.543333333333333,4.276595744680852,11.986666666666666
Ireland,1996,20.87333333333333,3.3833333333333333,6.169458128078817,12.128333333333332
Ireland,1997,21.243333333333336,4.781666666666667,4.442662948762635,13.012500000000001
Ireland,1998,23.325,3.703333333333333,6.2983798379837985,13.514166666666666
Ireland,1999,18.995,4.541666666666667,4.182385321100917,11.768333333333334
Ireland,2000,19.551666666666666,4.175,4.683033932135729,11.863333333333333
